date,amount,category,customerID
2025-10-10,776.53,Electronics,1075
2025-10-10,488.13,Electronics,1065
2025-10-10,455.12,Home & Garden,1022
2025-10-10,414.23,Electronics,1028
2025-10-10,320.5,Sports & Outdoors,1037
2025-10-10,295.96,Clothing,1034
2025-10-10,288.26,Clothing,1072
2025-10-10,284.32,Home & Garden,1008
2025-10-10,63.53,Food,1025
2025-10-10,59.64,Sports & Outdoors,1024
2025-10-10,16.71,Food,1041
2025-10-09,799.46,Electronics,1002
2025-10-09,742.45,Electronics,1057
2025-10-09,433.74,Home & Garden,1013
2025-10-09,225.5,Clothing,1087
2025-10-09,192.66,Electronics,1058
2025-10-09,187.62,Electronics,1060
2025-10-09,118.31,Clothing,1014
2025-10-09,81.08,Food,1008
2025-10-09,48.97,Food,1053
2025-10-08,751.64,Electronics,1074
2025-10-08,491.23,Electronics,1030
2025-10-08,414.06,Electronics,1070
2025-10-08,309.45,Sports & Outdoors,1089
2025-10-08,283.79,Electronics,1086
2025-10-08,93.17,Clothing,1009
2025-10-08,91.82,Clothing,1061
2025-10-08,72.59,Home & Garden,1031
2025-10-08,58.19,Food,1067
2025-10-08,35.18,Food,1005
2025-10-08,26.98,Clothing,1091
2025-10-07,621.88,Electronics,1070
2025-10-07,489.87,Home & Garden,1069
2025-10-07,440.44,Home & Garden,1039
2025-10-07,371.3,Sports & Outdoors,1001
2025-10-07,355.13,Sports & Outdoors,1040
2025-10-07,311.93,Sports & Outdoors,1065
2025-10-07,273.52,Home & Garden,1026
2025-10-07,230.65,Electronics,1073
2025-10-07,159.37,Clothing,1015
2025-10-07,91.1,Sports & Outdoors,1068
2025-10-07,61.69,Sports & Outdoors,1063
2025-10-07,24.12,Food,1061
2025-10-06,410.32,Home & Garden,1052
2025-10-06,396.96,Home & Garden,1030
2025-10-06,376.07,Electronics,1059
2025-10-06,299.26,Clothing,1018
2025-10-06,292.05,Clothing,1002
2025-10-06,271.9,Clothing,1052
2025-10-06,268.29,Clothing,1083
2025-10-06,208.24,Electronics,1073
2025-10-06,188.87,Clothing,1060
2025-10-06,184.75,Home & Garden,1084
2025-10-06,110.31,Home & Garden,1021
2025-10-06,97.84,Clothing,1032
2025-10-06,94.55,Food,1044
2025-10-06,69.29,Food,1096
2025-10-06,56.44,Food,1009
2025-10-06,50.0,Clothing,1007
2025-10-06,34.16,Food,1042
2025-10-06,22.6,Food,1069
2025-10-05,269.77,Sports & Outdoors,1078
2025-10-05,253.09,Clothing,1080
2025-10-05,214.86,Home & Garden,1059
2025-10-05,209.3,Clothing,1090
2025-10-05,206.35,Home & Garden,1025
2025-10-05,118.37,Food,1030
2025-10-05,68.76,Food,1032
2025-10-05,50.13,Food,1048
2025-10-05,15.04,Food,1030
2025-10-04,701.98,Electronics,1098
2025-10-04,429.02,Electronics,1004
2025-10-04,375.68,Home & Garden,1069
2025-10-04,361.14,Home & Garden,1044
2025-10-04,221.91,Clothing,1090
2025-10-04,211.49,Electronics,1098
2025-10-04,154.65,Electronics,1014
2025-10-04,119.59,Clothing,1034
2025-10-04,119.56,Electronics,1013
2025-10-04,108.14,Food,1012
2025-10-04,85.62,Clothing,1076
2025-10-04,33.74,Clothing,1012
